ID,reflexrxnfeelings_1,reflexrxnfeelings_2,reflexrxnfeelings_3,reflexrxnfeelings_4,reflexrxnfeelings_5,reflexrxnfeelings_6,reflexrxnfeelings_7,A3factor_8,A3factor_9,A3factor_10,A3factor_11,A3factor_12,A3factor_13,A3factor_14,A3factor_15,A3factor_16,A3factor_17,A3factor_18,A3factor_19,A3factor_20,A3factor_21,A3factor_22,A3factor_23,A3factor_24,A3factor_26,A3factor_27,A3factor_28,A3factor_29,urgency_1,urgency_2,urgency_3,urgency_4,urgency_5,urgency_6,urgency_7,urgency_8,urgency_9,urgency_10,urgency_11,urgency_12,A3factor_57,A3factor_58,A3factor_59,A3factor_60,A3factor_61,A3factor_62,A3factor_63,A3factor_64,A3factor_65,A3factor_66,A3factor_67,A3factor_68,A3factor_69,A3factor_70,pum_1,pum_2,pum_3,pum_4,pum_5,pum_6,pum_7,urgency_1R,urgency_2R,urgency_3R,urgency_4R,urgency_5R,urgency_6R,urgency_7R,urgency_8R,urgency_9R,urgency_10R,urgency_12R,pum_1R,pum_2R,pum_3R,pum_4R,pum_5R,pum_6R,pum_7R,reflexrxnfeelings_1R,reflexrxnfeelings_2R,reflexrxnfeelings_3R,reflexrxnfeelings_4R,reflexrxnfeelings_5R,reflexrxnfeelings_6R,reflexrxnfeelings_7R,A3factor_67R,A3factor_69R,A3factor_70R,A3factor_28R,A3factor_29R,A3factor_24R,A3factor_26R,A3factor_27R,A3factor_58R,A3factor_66R,A3factor_8R,A3factor_9R,A3factor_10R,A3factor_11R,A3factor_13R,A3factor_14R,A3factor_15R,A3factor_16R,urgency,pum,Factor_FeelingsTrigger,Generalization,ReflexRxFeelings,SadParalysis,EmoColorWorld,Factor_PervInf,LowPerseverance,Distractability,Factor_LackFollowThrough
361,1,2,2,3,3,1,2,1,1,1,1,5,2,2,1,3,2,3,3,3,2,4,3,1,1,1,2,3,2,2,2,3,3,2,3,2,4,4,5,3,3,2,3,2,5,3,4,2,3,3,2,5,2,1,5,4,4,4,5,2,2,4,4,4,3,3,4,3,4,2,2,3,1,2,2,2,1,4,4,5,4,4,3,3,5,4,4,4,5,4,3,5,5,5,4,3,5,5,5,5,4,4,5,3,3.416666667,2.285714286,3.234126984,4.5,4,3.5,5,4.333333333,3.2,4.555555556,3.877777778
362,4,4,2,2,5,5,2,2,1,1,1,4,3,2,1,2,1,1,4,2,2,4,4,4,5,4,2,2,1,1,1,1,2,5,5,2,5,5,3,1,1,1,1,4,4,2,3,1,1,1,1,5,1,1,1,2,1,4,4,2,1,5,5,5,5,4,1,1,4,1,1,5,5,4,5,2,2,4,5,2,2,4,4,1,1,4,5,5,5,4,4,2,1,2,5,5,4,5,5,5,3,4,5,4,3.333333333,3.857142857,3.253968254,5,2.571428571,4,1.666666667,3.555555556,2.7,4.333333333,3.516666667
364,4,5,4,4,5,5,5,3,3,1,2,3,3,3,3,4,4,3,4,1,2,4,3,4,2,2,4,5,5,5,5,5,5,5,5,5,5,4,2,4,3,3,4,4,4,3,3,3,3,5,5,4,2,3,5,5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,4,2,1,2,2,1,1,1,1,4,3,2,1,2,4,4,3,1,3,3,5,4,3,3,3,2,1.25,1.714285714,1.464285714,3,1.428571429,1.5,3.333333333,2.611111111,3.1,3.222222222,3.161111111
365,2,2,3,4,2,2,2,1,1,1,1,5,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,1,1,1,2,2,2,2,2,2,1,2,2,5,5,5,5,5,1,2,5,1,1,5,3,5,4,5,1,4,4,5,2,4,5,5,5,4,4,4,4,1,3,1,2,1,5,2,4,4,3,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,2.142857143,3.238095238,4.75,3.571428571,5,5,4.916666667,4.1,4.666666667,4.383333333
366,2,1,2,2,5,4,5,1,2,4,1,4,2,1,2,2,1,4,4,2,2,4,4,4,4,1,1,2,5,2,4,5,5,5,5,5,5,5,5,5,1,5,1,1,4,2,2,1,1,4,5,4,1,4,4,3,5,5,4,4,5,1,4,2,1,1,1,1,1,1,1,1,2,3,1,1,2,2,1,4,5,4,4,1,2,1,1,5,2,5,4,2,2,5,1,2,5,4,2,5,4,5,4,4,1.666666667,1.714285714,2.126984127,3,3,4.5,3,3.5,1.6,4.111111111,2.855555556
368,3,2,3,4,4,4,4,2,3,2,3,4,3,2,2,4,3,4,4,4,4,3,5,4,3,2,3,4,5,4,4,4,4,4,4,4,4,5,2,4,2,4,4,3,3,2,2,2,2,3,4,2,4,4,4,4,4,4,4,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,3,3,4,3,2,2,2,2,2,2,2,3,2,2,3,4,2,3,4,3,4,3,3,4,4,2,1.833333333,2.428571429,2.277777778,2,2.571428571,2.5,3,2.5,2.5,3.444444444,2.972222222
369,1,1,1,1,1,2,1,2,4,4,4,3,4,4,4,5,2,2,4,2,1,1,2,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,5,2,2,3,1,1,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,3,5,4,2,2,2,2,2,2,1,4.666666667,5,4.841269841,4.75,4.857142857,5,4.333333333,4.694444444,2,2.222222222,2.111111111
370,5,4,2,5,5,5,2,2,3,5,3,1,4,2,4,4,1,1,2,1,1,1,1,4,4,2,4,5,2,1,4,1,2,5,5,5,5,5,3,2,1,1,2,3,5,4,4,2,4,1,1,4,1,1,2,4,1,2,2,2,2,4,5,2,5,4,1,1,1,1,1,4,4,2,5,4,4,4,4,1,2,4,1,1,1,4,5,5,5,2,1,2,2,4,5,5,4,3,1,3,2,4,2,2,2.666666667,3.857142857,2.841269841,4.75,2,1.5,2.666666667,2.972222222,3.5,2.444444444,2.972222222
372,5,4,3,5,4,3,4,2,4,2,2,4,2,2,2,2,2,4,4,2,4,4,4,4,2,2,2,5,5,5,5,2,4,5,5,5,5,2,2,5,2,4,1,1,3,1,2,1,1,5,4,4,2,4,5,5,5,5,5,5,5,1,1,1,4,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,3,1,2,3,2,2,4,2,4,1,2,4,4,2,1,4,2,4,4,4,4,4,4,1.666666667,1,1.555555556,3,2,2.5,3.333333333,2.944444444,1.5,3.777777778,2.638888889
373,3,3,2,1,4,4,2,2,3,3,2,4,2,4,3,4,4,3,4,3,2,2,3,2,2,3,4,4,4,3,3,4,5,4,4,4,4,4,2,3,1,5,2,2,4,3,3,3,2,4,4,3,2,3,3,4,4,4,2,2,2,2,3,3,2,1,2,2,2,2,2,3,3,2,2,2,4,4,4,3,3,4,5,2,2,4,2,4,3,2,2,4,4,3,1,2,4,3,3,4,4,2,3,2,2.166666667,3,2.817460317,3,3.285714286,2,3.666666667,2.888888889,2.3,3.222222222,2.761111111
374,2,2,2,1,3,3,1,1,1,1,1,5,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,4,2,2,4,4,5,3,3,3,2,4,3,3,2,4,3,1,5,3,5,1,2,1,5,3,1,2,5,2,4,2,4,5,4,4,4,2,2,1,3,3,3,4,2,3,1,4,2,4,2,1,2,4,4,4,5,3,3,5,1,5,4,3,2,5,5,5,2,5,5,5,5,5,5,5,5,5,2.833333333,2.285714286,3.03968254,3.25,4,2.5,5,3.583333333,2.9,5,3.95
375,2,1,2,2,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,2,1,2,2,1,3,4,2,3,1,1,3,5,2,4,2,2,1,1,5,1,1,5,4,4,4,4,4,5,5,4,3,4,4,5,4,4,5,3,4,1,2,2,2,2,2,1,4,5,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4.083333333,1.714285714,3.408730159,5,4.428571429,4.5,5,4.833333333,3.2,5,4.1
376,4,4,5,5,5,4,2,2,4,2,1,2,4,2,4,5,1,1,2,1,2,1,1,2,1,1,2,2,4,5,4,4,2,5,5,5,5,4,2,2,1,4,1,1,2,2,4,2,1,5,2,4,1,2,5,5,5,5,5,1,5,2,1,2,2,4,1,1,1,1,2,4,1,1,1,1,1,5,1,2,2,1,1,1,2,4,4,5,4,4,4,4,5,5,2,1,4,2,4,5,2,4,2,1,1.916666667,1.571428571,1.781746032,4.25,1.857142857,4,4.666666667,4.305555556,1.7,2.888888889,2.294444444
377,2,2,3,3,2,2,2,1,1,1,1,5,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,3,2,2,4,2,1,4,2,4,4,2,2,1,5,1,1,2,1,4,2,2,2,1,5,5,4,4,4,5,5,4,4,4,4,4,5,2,4,4,4,5,4,4,3,3,4,4,4,5,5,5,5,4,5,4,4,2,4,5,5,5,5,5,5,5,5,4.25,4,3.988095238,5,3.714285714,4.5,4.333333333,4.611111111,2.7,5,3.85
378,1,2,2,1,2,2,5,2,2,4,2,5,3,2,1,2,1,2,2,2,1,4,4,1,1,2,2,4,2,2,1,1,2,1,1,1,1,1,4,2,1,5,1,2,3,2,1,1,2,5,2,5,1,1,5,5,5,5,5,1,5,4,4,5,5,4,5,5,5,5,5,4,1,1,1,1,1,5,1,5,4,4,5,4,4,1,4,5,5,4,2,5,5,4,1,1,4,4,2,4,3,4,5,4,4.583333333,1.571428571,3.337301587,4.75,3.857142857,3,4.666666667,4.138888889,1.5,3.888888889,2.694444444
380,3,4,3,4,4,4,2,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,5,4,5,2,1,2,2,2,1,3,5,3,5,4,3,2,2,4,1,2,4,5,5,5,5,2,2,4,4,4,4,4,2,1,2,1,4,4,2,1,1,1,1,4,4,3,2,3,2,2,2,4,4,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,2.916666667,2,2.496031746,4.25,2.571428571,4,5,4.416666667,3.4,5,4.2
